,tick_based
2979,1144.949072
2980,1144.083459
2981,1143.768108
2982,1144.170689
2983,1143.534036
2984,1142.770957
2985,1143.119251
2986,1141.997606
2987,1141.359678
2988,1140.879916
2989,1140.001505
2990,1139.582904
2991,1139.848381
2992,1140.762159
2993,1141.940602
2994,1140.472447
2995,1140.221673
2996,1139.169177
2997,1138.206113
2998,1139.964478
2999,1139.346497
3000,1139.705729
3001,1140.602849
3002,1140.657189
3003,1141.593656
3004,1142.225621
3005,1143.381567
3006,1145.749085
3007,1145.93495
3008,1147.277216
3009,1146.322175
3010,1146.133762
3011,1146.524045
3012,1147.729812
3013,1147.259241
3014,1148.52415
3015,1150.345297
3016,1150.862704
3017,1151.976751
3018,1150.094432
3019,1149.123784
3020,1146.988267
3021,1145.817836
3022,1144.963688
3023,1143.239107
3024,1142.082781
3025,1140.645368
3026,1138.101715
3027,1136.531752
3028,1135.975232
3029,1134.036753
3030,1133.013857
3031,1130.130493
3032,1128.340056
3033,1126.120365
3034,1125.164867
3035,1125.019525
3036,1123.502241
3037,1121.893234
3038,1121.958767
3039,1122.067918
3040,1122.297782
3041,1120.911007
3042,1120.390192
3043,1119.060097
3044,1119.330391
3045,1120.292337
3046,1118.890425
3047,1118.933307
3048,1119.12104
3049,1119.364032
3050,1119.98348
3051,1119.021915
3052,1118.473233
3053,1118.154805
3054,1117.383096
3055,1117.801508
3056,1117.357892
3057,1117.118371
3058,1117.881535
3059,1117.353476
3060,1118.400856
3061,1118.406726
3062,1118.232671
3063,1117.911104
3064,1119.046401
3065,1120.121495
3066,1120.573865
3067,1119.940165
3068,1120.678553
3069,1119.767058
3070,1121.213549
3071,1121.955073
3072,1121.996705
3073,1121.680281
3074,1121.309133
3075,1122.826264
3076,1123.168302
3077,1115.812611
3078,1126.664499
3079,1126.445376
3080,1125.953059
3081,1125.071655
3082,1123.566141
3083,1122.882902
3084,1122.155101
3085,1122.11051
3086,1122.17748
3087,1122.510634
3088,1121.54394
3089,1120.957382
3090,1119.567208
3091,1117.361446
3092,1116.985405
3093,1116.131571
3094,1116.95793
3095,1115.698596
3096,1115.643349
3097,1115.633403
3098,1115.557974
3099,1115.575801
3100,1114.777682
3101,1114.501258
3102,1113.965186
3103,1113.476781
3104,1113.674224
3105,1112.682296
3106,1113.066459
3107,1113.181699
3108,1112.248192
3109,1112.016949
3110,1111.731097
3111,1110.425623
3112,1109.462936
3113,1109.586447
3114,1108.145434
3115,1107.511446
3116,1107.818738
3117,1107.716188
3118,1106.317446
3119,1106.894366
3120,1108.175178
3121,1109.061767
3122,1109.745509
3123,1111.333767
3124,1112.377051
3125,1112.052445
3126,1113.244807
3127,1112.763626
3128,1112.560146
3129,1113.117578
3130,1113.66309
3131,1114.347576
3132,1114.468981
3133,1114.51154
3134,1114.984401
3135,1117.005794
3136,1117.243802
3137,1118.32199
3138,1118.976666
3139,1119.251007
3140,1120.546278
3141,1118.758776
3142,1117.56107
3143,1115.432536
3144,1115.164912
3145,1115.731654
3146,1115.231437
3147,1114.734559
3148,1114.797088
3149,1114.561849
3150,1113.473957
3151,1114.691147
3152,1115.122591
3153,1115.684057
3154,1115.788329
3155,1115.597207
3156,1116.502533
3157,1116.646907
3158,1116.179913
3159,1116.957575
3160,1116.65964
3161,1116.038873
3162,1115.067033
3163,1116.104981
3164,1115.366448
3165,1115.483317
3166,1115.71446
3167,1116.037135
3168,1115.854637
3169,1116.696058
3170,1117.718158
3171,1117.981269
3172,1117.300932
3173,1118.631872
3174,1117.591737
3175,1117.293483
3176,1117.671465
3177,1117.047822
3178,1117.464062
3179,1117.298028
3180,1115.798101
3181,1114.968237
3182,1113.953837
3183,1112.68375
3184,1112.455349
3185,1112.322802
3186,1112.700074
3187,1112.201444
3188,1111.16895
3189,1109.969784
3190,1109.530256
3191,1108.771007
3192,1108.59599
3193,1107.829779
3194,1108.208138
3195,1106.697454
3196,1107.101561
3197,1105.670219
3198,1106.178061
3199,1104.982587
3200,1106.171012
3201,1107.054404
3202,1105.909312
3203,1105.928114
3204,1106.537419
3205,1108.147473
3206,1108.476527
3207,1107.902962
3208,1107.486112
3209,1106.81097
3210,1106.742804
3211,1105.786078
3212,1106.446048
3213,1106.56462
3214,1105.238188
3215,1104.753741
3216,1104.337878
3217,1103.777706
3218,1102.414434
3219,1102.11579
3220,1101.734454
3221,1100.393849
3222,1100.224621
3223,1099.979858
3224,1099.170426
3225,1098.922514
3226,1099.084338
3227,1099.727425
3228,1099.256674
3229,1097.179495
3230,1096.206333
3231,1095.040506
3232,1095.474714
3233,1095.976567
3234,1096.805624
3235,1098.094647
3236,1097.778308
3237,1097.073736
3238,1096.761282
3239,1097.127044
3240,1097.464292
3241,1096.825618
3242,1095.277515
3243,1095.493977
3244,1095.058893
3245,1094.399607
3246,1093.393499
3247,1091.855743
3248,1090.704871
3249,1089.433778
3250,1089.167115
3251,1089.228335
3252,1088.008871
3253,1088.215979
3254,1088.186361
3255,1086.683775
3256,1087.322075
3257,1086.892181
3258,1078.891693
3259,1066.738519
3260,1067.991661
3261,1067.811492
3262,1065.972491
3263,1065.195497
3264,1066.118071
3265,1065.665622
3266,1065.618566
3267,1065.276938
3268,1065.120085
3269,1063.715077
3270,1063.21666
3271,1063.899133
3272,1064.172297
3273,1064.20457
3274,1063.717483
3275,1062.776062
3276,1063.050064
3277,1062.446807
3278,1062.077462
3279,1062.210213
3280,1062.045364
3281,1061.383779
3282,1059.967555
3283,1058.892582
3284,1058.361137
3285,1056.639339
3286,1056.612523
3287,1056.43704
3288,1056.2518
3289,1057.177305
3290,1057.551573
3291,1055.589497
3292,1054.828664
3293,1054.605687
3294,1055.426264
3295,1054.385112
3296,1054.543399
3297,1053.985309
3298,1053.93298
3299,1054.589028
3300,1056.892306
3301,1059.160743
3302,1059.590192
3303,1061.470242
3304,1061.530288
3305,1062.129749
3306,1063.286901
3307,1064.591072
3308,1067.127843
3309,1069.023323
3310,1070.180765
3311,1072.057369
3312,1072.311023
3313,1074.941457
3314,1076.721043
3315,1078.387531
3316,1080.257587
3317,1081.33496
3318,1083.224779
3319,1085.560165
3320,1085.544157
3321,1085.102558
3322,1083.989934
3323,1083.962365
3324,1084.921372
3325,1085.776488
3326,1084.943533
3327,1083.851401
3328,1083.539837
3329,1083.957478
3330,1083.750899
3331,1082.545372
3332,1083.156266
3333,1082.565864
3334,1083.255374
3335,1083.911178
3336,1085.314296
3337,1084.863417
3338,1084.956657
3339,1086.19168
3340,1087.492545
3341,1089.822861
3342,1090.844069
3343,1091.845722
3344,1094.454386
3345,1095.740667
3346,1097.939381
3347,1098.092225
3348,1099.896427
3349,1101.992643
3350,1102.268185
3351,1104.103166
3352,1104.902149
3353,1106.363125
3354,1108.925273
3355,1110.804946
3356,1112.44735
3357,1113.843937
3358,1114.277833
3359,1114.79429
3360,1113.091944
3361,1113.379105
3362,1113.870583
3363,1111.890252
3364,1110.998307
3365,1110.310112
3366,1109.999478
3367,1109.080038
3368,1108.286428
3369,1108.531167
3370,1108.514123
3371,1106.7903
3372,1105.303121
3373,1103.47094
3374,1102.838349
3375,1101.351745
3376,1099.985264
3377,1098.77003
3378,1097.357737
3379,1097.122608
3380,1097.207014
3381,1096.616014
3382,1098.162976
3383,1099.677245
3384,1101.190972
3385,1102.302674
3386,1103.436603
3387,1103.909601
3388,1104.712925
3389,1105.756448
3390,1105.297428
3391,1106.669493
3392,1107.243772
3393,1108.061031
3394,1107.318668
3395,1108.072496
3396,1108.59885
3397,1109.408175
3398,1111.916701
3399,1112.279336
3400,1112.934559
3401,1114.476382
3402,1116.972603
3403,1118.89569
3404,1119.553766
3405,1119.779962
3406,1120.194331
3407,1120.259496
3408,1121.675965
3409,1122.274622
3410,1124.147344
3411,1124.349983
3412,1127.124736
3413,1129.642667
3414,1132.517591
3415,1133.533691
3416,1132.991004
3417,1133.456967
3418,1135.340778
3419,1135.620089
3420,1135.814185
3421,1135.716541
3422,1137.312448
3423,1135.725883
3424,1134.548452
3425,1135.139259
3426,1135.019653
3427,1134.535659
3428,1134.235786
3429,1132.981832
3430,1132.899231
3431,1132.50723
3432,1132.447307
3433,1132.050141
3434,1132.739288
3435,1133.736749
3436,1133.840875
3437,1133.849326
3438,1132.501905
3439,1111.989768
3440,1103.276939
3441,1104.240416
3442,1107.168532
3443,1107.682492
3444,1107.050204
3445,1107.498535
3446,1107.964777
3447,1109.148713
3448,1109.665297
3449,1109.208619
3450,1109.505599
3451,1110.793761
3452,1110.833059
3453,1112.66924
3454,1113.695164
3455,1113.820577
3456,1114.22537
3457,1114.473434
3458,1115.479171
3459,1114.855329
3460,1116.045339
3461,1117.078249
3462,1118.394299
3463,1119.149538
3464,1119.44712
3465,1120.559785
3466,1121.59085
3467,1123.43291
3468,1123.894899
3469,1125.642657
3470,1125.652133
3471,1126.409979
3472,1126.655625
3473,1127.161818
3474,1127.878143
3475,1128.166319
3476,1128.198763
3477,1128.589617
3478,1129.571813
3479,1130.352108
3480,1131.740563
3481,1131.569738
3482,1132.324589
3483,1133.828422
3484,1133.65735
3485,1135.305469
3486,1135.064925
3487,1135.4493
3488,1136.658853
3489,1136.906579
3490,1136.987586
3491,1137.299265
3492,1136.507181
3493,1136.845744
3494,1137.620991
3495,1138.257126
3496,1138.166915
3497,1137.474287
3498,1136.546875
3499,1137.040207
3500,1137.114619
3501,1137.234358
3502,1138.227087
3503,1137.430055
3504,1138.081036
3505,1137.44201
3506,1137.958651
3507,1138.527474
3508,1138.130551
3509,1137.357831
3510,1137.06184
3511,1136.461287
3512,1135.31789
3513,1136.045884
3514,1135.682187
3515,1134.822532
3516,1134.706985
3517,1135.549536
3518,1136.852422
3519,1137.259518
3520,1136.277454
3521,1137.028464
3522,1136.565306
3523,1137.216187
3524,1138.606823
3525,1138.325654
3526,1138.928896
3527,1139.28031
3528,1138.776955
3529,1138.534823
3530,1138.688374
3531,1139.045216
3532,1139.11713
3533,1138.581876
3534,1138.268445
3535,1138.690488
3536,1138.662241
3537,1138.527511
3538,1138.978145
3539,1139.285076
3540,1141.47011
3541,1142.277391
3542,1143.953274
3543,1145.675402
3544,1146.441881
3545,1146.031981
3546,1146.627031
3547,1147.502222
3548,1146.384842
3549,1148.416501
3550,1149.415248
3551,1149.42948
3552,1151.508972
3553,1152.705844
3554,1153.9375
3555,1154.891183
3556,1156.630707
3557,1158.135038
3558,1159.813719
3559,1160.769904
3560,1162.281887
3561,1162.654867
3562,1163.443038
3563,1163.745284
3564,1164.435834
3565,1165.939399
3566,1166.210329
3567,1166.301051
3568,1165.906697
3569,1166.098867
3570,1165.515099
3571,1165.440045
3572,1165.685834
3573,1165.984806
3574,1166.77578
3575,1167.242299
3576,1167.223485
3577,1167.636373
3578,1167.902384
3579,1168.113391
3580,1167.967174
3581,1166.888708
3582,1165.589352
3583,1164.68218
3584,1164.448518
3585,1164.19501
3586,1163.834504
3587,1163.240204
3588,1161.300223
3589,1160.89818
3590,1159.827863
3591,1159.197372
3592,1159.104659
3593,1158.183807
3594,1156.815971
3595,1154.274412
3596,1153.538377
3597,1154.206861
3598,1153.387951
3599,1152.192619
3600,1150.447114
3601,1148.434618
3602,1146.984928
3603,1145.449682
3604,1145.373092
3605,1143.804314
3606,1142.547555
3607,1142.256082
3608,1142.616859
3609,1142.211629
3610,1141.953165
3611,1141.007417
3612,1140.552025
3613,1140.833776
3614,1139.641756
3615,1139.673496
3616,1138.717031
3617,1136.934808
3618,1135.176033
3619,1133.653921
3620,1130.34055
3621,1123.942337
3622,1123.694945
3623,1124.523206
3624,1124.347029
3625,1125.061061
3626,1126.918652
3627,1126.783168
3628,1126.730809
3629,1128.162923
3630,1128.428812
3631,1129.464679
3632,1130.625365
3633,1131.199344
3634,1132.117979
3635,1133.444562
3636,1133.404034
3637,1134.894359
3638,1136.166231
3639,1136.579442
3640,1138.205154
3641,1138.285001
3642,1139.902495
3643,1139.5613
3644,1138.028794
3645,1138.771296
3646,1138.205474
3647,1137.439381
3648,1138.958099
3649,1138.409563
3650,1138.064242
3651,1137.948415
3652,1137.868183
3653,1138.014568
3654,1137.16775
3655,1137.310703
3656,1136.582318
3657,1136.67602
3658,1136.845058
3659,1137.451619
3660,1137.793472
3661,1137.946693
3662,1134.547556
3663,1133.610139
3664,1132.056616
3665,1130.710082
3666,1130.014524
3667,1129.698916
3668,1127.653065
3669,1125.444118
3670,1123.141062
3671,1121.286421
3672,1118.860447
3673,1117.934837
3674,1117.578781
3675,1117.418284
3676,1115.255542
3677,1113.362069
3678,1113.055598
3679,1112.460813
3680,1110.875911
3681,1107.934614
3682,1106.399616
3683,1104.575446
3684,1103.041746
3685,1101.856292
3686,1100.02986
3687,1099.233602
3688,1097.951009
3689,1097.350605
3690,1096.533909
3691,1095.454111
3692,1094.3772
3693,1093.999251
3694,1093.012251
3695,1092.837898
3696,1091.324259
3697,1089.951511
3698,1089.110219
3699,1088.052153
3700,1087.289284
3701,1086.878113
3702,1087.606384
3703,1088.151839
3704,1089.131888
3705,1088.611282
3706,1088.883296
3707,1088.725343
3708,1089.176263
3709,1088.509141
3710,1088.508928
3711,1088.491704
3712,1088.111186
3713,1087.856843
3714,1088.355083
3715,1087.91995
3716,1088.553758
3717,1089.82355
3718,1088.75772
3719,1089.471528
3720,1091.17854
3721,1091.412747
3722,1093.885303
3723,1094.418988
3724,1096.342332
3725,1099.174688
3726,1100.429223
3727,1101.781438
3728,1103.89422
3729,1105.669894
3730,1106.87443
3731,1107.941502
3732,1108.801348
3733,1109.779353
3734,1110.625473
3735,1111.837289
3736,1113.378642
3737,1113.7106
3738,1114.627619
3739,1116.199353
3740,1118.513357
3741,1119.351823
3742,1118.020711
3743,1117.754379
3744,1115.058669
3745,1112.051113
3746,1109.258057
3747,1107.240044
3748,1105.101417
3749,1102.344183
3750,1100.309295
3751,1098.903171
3752,1097.192498
3753,1096.25904
3754,1095.287998
3755,1092.069324
3756,1089.958345
3757,1088.787514
3758,1087.320984
3759,1085.398988
3760,1083.54598
3761,1081.672109
3762,1081.889772
3763,1081.999045
3764,1081.898446
3765,1082.095021
3766,1082.314341
3767,1082.154561
3768,1082.77921
3769,1084.237027
3770,1085.677848
3771,1086.284041
3772,1086.978903
3773,1086.712814
3774,1086.383475
3775,1086.802055
3776,1087.229778
3777,1087.099573
3778,1086.422802
3779,1086.927808
3780,1088.714415
3781,1089.086577
3782,1090.467193
3783,1091.312091
3784,1093.108785
3785,1094.4875
3786,1095.272432
3787,1095.525765
3788,1097.281002
3789,1097.872035
3790,1098.607214
3791,1099.700187
3792,1100.454332
3793,1101.224189
3794,1102.219784
3795,1101.672944
3796,1103.176059
3797,1103.740063
3798,1103.877341
3799,1105.764129
3800,1107.071291
3801,1133.284267
3802,1155.063323
3803,1154.121002
3804,1154.61969
3805,1154.877179
3806,1154.690573
3807,1152.391284
3808,1152.013986
3809,1152.396418
3810,1151.907494
3811,1152.38943
3812,1151.349038
3813,1150.934021
3814,1151.943949
3815,1151.44374
3816,1150.819729
3817,1151.989333
3818,1150.365499
3819,1151.340253
3820,1150.03037
3821,1150.543584
3822,1148.360139
3823,1148.889669
3824,1147.652805
3825,1147.043539
3826,1146.372158
3827,1147.122203
3828,1146.565973
3829,1145.407952
3830,1144.673829
3831,1144.13252
3832,1144.827869
3833,1145.701556
3834,1146.06557
3835,1146.174058
3836,1146.223514
3837,1144.873904
3838,1145.672423
3839,1146.011875
3840,1146.090223
3841,1146.420627
3842,1147.29453
3843,1148.303328
3844,1149.083717
3845,1149.943971
3846,1151.462802
3847,1151.461297
3848,1151.667938
3849,1151.983096
3850,1153.374037
3851,1154.323159
3852,1155.319453
3853,1155.934385
3854,1155.734389
3855,1157.247655
3856,1156.524305
3857,1156.268354
3858,1157.262194
3859,1158.723538
3860,1159.083627
3861,1158.88187
3862,1159.684973
3863,1158.382204
3864,1158.354065
3865,1158.057061
3866,1157.564072
3867,1158.585473
3868,1157.528396
3869,1158.384052
3870,1157.678853
3871,1157.435507
3872,1155.305515
3873,1155.968251
3874,1156.214919
3875,1155.981751
3876,1156.166671
3877,1156.201982
3878,1155.763432
3879,1154.733334
3880,1154.552985
3881,1154.981635
3882,1154.845824
3883,1155.3233
3884,1155.366758
3885,1156.805454
3886,1157.646659
3887,1155.918152
3888,1156.163685
3889,1155.941668
3890,1155.831902
3891,1155.894062
3892,1155.474234
3893,1157.500696
3894,1157.971677
3895,1158.975493
3896,1160.805336
3897,1161.697172
3898,1162.718981
3899,1163.359037
3900,1163.914312
3901,1165.245141
3902,1164.591701
3903,1164.602005
3904,1165.254091
3905,1165.072296
3906,1164.345286
3907,1164.804853
3908,1164.507185
3909,1164.089126
3910,1162.943833
3911,1161.76282
3912,1162.249853
3913,1163.515156
3914,1162.466609
3915,1163.142322
3916,1163.115287
3917,1163.684331
3918,1162.40089
3919,1163.160076
3920,1163.031181
3921,1163.496628
3922,1164.471385
3923,1165.67504
3924,1166.202013
3925,1167.376506
3926,1167.337841
3927,1168.427001
3928,1167.006867
3929,1166.905888
3930,1167.42969
3931,1167.848859
3932,1167.007766
3933,1165.949577
3934,1167.147593
3935,1167.074924
3936,1166.477387
3937,1167.583972
3938,1167.181005
3939,1168.226027
3940,1169.098127
3941,1169.72738
3942,1170.498502
3943,1169.980246
3944,1169.372165
3945,1169.965977
3946,1168.686887
3947,1167.880749
3948,1167.305679
3949,1166.179755
3950,1165.515843
3951,1164.98646
3952,1163.665194
3953,1163.269472
3954,1163.876815
3955,1163.910932
3956,1162.598357
3957,1163.099986
3958,1162.443515
3959,1160.699628
3960,1159.130536
3961,1157.606419
3962,1156.663675
3963,1156.352474
3964,1156.928702
3965,1157.339182
3966,1158.228638
3967,1159.240528
3968,1159.561512
3969,1160.124375
3970,1160.123328
3971,1159.726271
3972,1160.754148
3973,1161.251557
3974,1161.667723
3975,1162.9633
3976,1162.744602
3977,1163.307273
3978,1162.587963
3979,1162.033504
3980,1161.253025
3981,1162.754994
3982,1167.804022
3983,1187.803066
3984,1188.217319
3985,1188.560639
3986,1187.833044
3987,1186.744763
3988,1186.538792
3989,1185.470985
3990,1185.364719
3991,1183.707496
3992,1182.707252
3993,1182.527508
3994,1181.498719
3995,1179.235274
3996,1177.834254
3997,1177.762286
3998,1177.521315
3999,1177.05518
4000,1175.474391
4001,1174.692922
4002,1174.131817
4003,1174.065953
4004,1174.973624
4005,1177.066806
4006,1177.876364
4007,1177.888457
4008,1179.044857
4009,1179.050047
4010,1178.560316
4011,1180.579394
4012,1180.721794
4013,1181.67711
4014,1182.943429
4015,1182.994092
4016,1183.297686
4017,1182.924318
4018,1182.790593
4019,1182.86588
4020,1182.677515
4021,1183.431039
4022,1183.485335
4023,1184.585264
4024,1185.462249
4025,1186.256596
4026,1186.478935
4027,1185.04497
4028,1184.42511
4029,1185.115433
4030,1185.052536
4031,1184.905507
4032,1184.114675
4033,1184.629283
4034,1184.35248
4035,1184.419205
4036,1184.513582
4037,1183.614324
4038,1182.638966
4039,1181.600134
4040,1182.226414
4041,1181.28478
4042,1181.894617
4043,1182.123334
4044,1182.737083
4045,1182.451757
4046,1183.547334
4047,1183.72422
4048,1184.334384
4049,1183.551732
4050,1183.836504
4051,1182.46942
4052,1181.74171
4053,1182.556778
4054,1182.432788
4055,1181.587289
4056,1181.84209
4057,1182.052022
4058,1182.493084
4059,1181.909156
4060,1183.101619
4061,1183.911377
4062,1184.495572
4063,1183.78989
4064,1183.075277
4065,1182.374475
4066,1184.609843
4067,1185.426075
4068,1185.409709
4069,1185.932696
4070,1186.889179
4071,1187.096088
4072,1188.119842
4073,1189.324651
4074,1190.501656
4075,1190.770382
4076,1190.443368
4077,1192.212107
4078,1192.596246
4079,1192.48034
4080,1192.53431
4081,1193.654482
4082,1193.563525
4083,1194.019904
4084,1194.933658
4085,1197.084597
4086,1197.06984
4087,1198.368972
4088,1197.044577
4089,1197.422582
4090,1198.174119
4091,1200.431945
4092,1202.031495
4093,1201.643675
4094,1202.49075
4095,1204.407148
4096,1205.102185
4097,1206.466681
4098,1206.41944
4099,1207.097436
4100,1207.231281
4101,1207.135067
4102,1208.822923
4103,1208.542886
4104,1208.260889
4105,1209.353275
4106,1210.581345
4107,1211.448554
4108,1212.419285
4109,1213.118416
4110,1213.270117
4111,1212.493485
4112,1213.047763
4113,1213.540674
4114,1213.584141
4115,1214.725587
4116,1214.855229
4117,1215.024415
4118,1215.336818
4119,1214.249685
4120,1216.061766
4121,1216.915103
4122,1216.843018
4123,1217.522754
4124,1217.938585
4125,1218.281078
4126,1217.819457
4127,1217.233398
4128,1217.227148
4129,1217.807878
4130,1218.94624
4131,1219.679879
4132,1218.594632
4133,1216.918111
4134,1216.491807
4135,1215.748488
4136,1216.172201
4137,1216.347813
4138,1215.343645
4139,1216.160781
4140,1215.867402
4141,1216.007436
4142,1214.946292
4143,1213.353704
4144,1213.623556
4145,1212.692783
4146,1212.637703
4147,1214.985055
4148,1216.519033
4149,1216.052282
4150,1217.488423
4151,1218.102934
4152,1217.710647
4153,1217.746845
4154,1217.177979
4155,1218.784735
4156,1220.367645
4157,1220.214213
4158,1221.607619
4159,1220.986746
4160,1222.352539
4161,1222.236378
4162,1222.770507
4163,1202.647228
4164,1205.08763
4165,1204.396173
4166,1206.081872
4167,1206.461587
4168,1206.408291
4169,1207.131598
4170,1206.917904
4171,1207.05598
4172,1206.350129
4173,1207.205613
4174,1207.772789
4175,1206.399094
4176,1206.004123
4177,1204.380447
4178,1205.613814
4179,1207.167797
4180,1207.857192
4181,1207.320184
4182,1207.109233
4183,1208.085913
4184,1207.08877
4185,1205.687134
4186,1206.876135
4187,1207.583243
4188,1207.309999
4189,1206.757941
4190,1207.70941
4191,1207.064159
4192,1206.33038
4193,1205.731358
4194,1205.906285
4195,1207.287194
4196,1208.41401
4197,1207.286116
4198,1207.522822
4199,1208.007902
4200,1208.019864
4201,1207.774687
4202,1208.524227
4203,1208.910025
4204,1209.585404
4205,1208.202913
4206,1207.389705
4207,1205.052863
4208,1205.496076
4209,1205.452056
4210,1204.483162
4211,1203.434919
4212,1203.602211
4213,1202.778869
4214,1202.479965
4215,1202.845883
4216,1202.191462
4217,1201.909299
4218,1201.414567
4219,1200.176608
4220,1199.725756
4221,1200.348716
4222,1199.905365
4223,1199.380453
4224,1198.985598
4225,1199.918667
4226,1200.203685
4227,1200.273025
4228,1200.914313
4229,1201.338394
4230,1200.980907
4231,1200.364075
4232,1201.675069
4233,1200.908812
4234,1201.354082
4235,1200.481736
4236,1200.040608
4237,1199.347917
4238,1198.452042
4239,1197.366936
4240,1196.632405
4241,1196.355029
4242,1196.797607
4243,1197.075403
4244,1197.815775
4245,1199.481896
4246,1198.81612
4247,1200.885629
4248,1201.246036
4249,1201.334313
4250,1200.837705
4251,1200.665354
4252,1200.330946
4253,1200.534307
4254,1201.341882
4255,1201.550254
4256,1201.508673
4257,1201.639457
4258,1202.172353
4259,1202.196886
4260,1202.316884
4261,1202.436561
4262,1201.802571
4263,1202.993864
4264,1202.636859
4265,1201.482869
4266,1201.909641
4267,1201.737897
4268,1202.195941
4269,1201.967938
4270,1202.545893
4271,1202.366522
4272,1203.408063
4273,1203.811413
4274,1203.781655
4275,1202.52579
4276,1200.962216
4277,1200.910827
4278,1200.466533
4279,1200.748816
4280,1200.967009
4281,1201.228466
4282,1201.080508
4283,1201.289931
4284,1201.400908
4285,1200.723216
4286,1201.951963
4287,1202.198831
4288,1202.274204
4289,1201.159136
4290,1200.55665
4291,1202.577728
4292,1202.393088
4293,1203.712199
4294,1203.525212
4295,1203.228866
4296,1202.779515
4297,1201.391888
4298,1200.689691
4299,1200.119675
4300,1199.719295
4301,1199.734265
4302,1199.524709
4303,1198.9434
4304,1198.238882
4305,1199.21597
4306,1199.18206
4307,1198.929155
4308,1198.171403
4309,1197.245592
4310,1195.756089
4311,1195.592326
4312,1195.183979
4313,1195.774784
4314,1198.386035
4315,1198.563173
4316,1198.126238
4317,1198.056166
4318,1198.34823
4319,1198.682314
4320,1198.589731
4321,1197.927403
4322,1196.851324
4323,1196.242993
4324,1197.111399
4325,1197.663259
4326,1198.910564
4327,1198.969597
4328,1199.090567
4329,1198.713383
4330,1199.836421
4331,1200.133122
4332,1199.63728
4333,1199.919716
4334,1199.933745
4335,1201.078795
4336,1200.74942
4337,1201.207174
4338,1200.613784
4339,1201.112603
4340,1202.329457
4341,1202.731037
4342,1202.422922
4343,1201.47417
4344,1205.571965
4345,1206
4346,1206
4347,1203.954796
4348,1202.886766
4349,1200.097286
4350,1198.257322
4351,1196.289661
4352,1194.963889
4353,1191.384917
4354,1188.890395
4355,1187.357061
4356,1185.166059
4357,1182.281816
4358,1180.094154
4359,1178.363962
4360,1176.517442
4361,1175.215888
4362,1172.585056
4363,1170.234575
4364,1167.502427
4365,1165.611021
4366,1162.378232
4367,1158.700622
4368,1155.370618
4369,1152.934827
4370,1149.449606
4371,1144.52912
4372,1141.247365
4373,1136.13434
4374,1133.459268
4375,1131.421608
4376,1127.624174
4377,1122.75611
4378,1118.320566
4379,1115.193045
4380,1111.843222
4381,1108.448435
4382,1104.360502
4383,1101.231975
4384,1096.280454
4385,1092.951361
4386,1089.68222
4387,1094.785752
4388,1099.191874
4389,1104.332419
4390,1107.850398
4391,1112.057713
4392,1116.97465
4393,1121.725484
4394,1125.391958
4395,1129.776724
4396,1133.967965
4397,1137.728215
4398,1142.308244
4399,1146.571128
4400,1151.372674
4401,1155.943903
4402,1162.018135
4403,1166.449784
4404,1171.257635
4405,1176.508542
4406,1180.139968
4407,1182.059618
4408,1184.52529
4409,1184.865766
4410,1186.584937
4411,1188.758622
4412,1191.723576
4413,1194.368706
4414,1198.265325
4415,1201.249335
4416,1203.65659
4417,1204.600411
4418,1206.728991
4419,1209.336299
4420,1210.5218
4421,1210.710059
4422,1212.242609
4423,1214.428186
4424,1218.322427
4425,1221.404937
4426,1223.509911
4427,1223.929754
4428,1222.413982
4429,1221.972058
4430,1221.152961
4431,1219.307079
4432,1217.961998
4433,1218.61714
4434,1217.554783
4435,1216.666892
4436,1215.142411
4437,1213.466425
4438,1214.049117
4439,1212.876556
4440,1213.087765
4441,1213.325709
4442,1213.323575
4443,1212.531212
4444,1210.080971
4445,1209.751954
4446,1207.833173
4447,1211.395938
4448,1212.941512
4449,1213.149284
4450,1214.399267
4451,1216.557972
4452,1217.872134
4453,1221.157544
4454,1221.999616
4455,1223.932203
4456,1227.119156
4457,1229.637808
4458,1231.718264
4459,1234.125283
4460,1235.470654
4461,1236.976961
4462,1237.840109
4463,1240.007517
4464,1243.453175
4465,1245.429521
4466,1246.43742
4467,1242.110508
4468,1238.764617
4469,1236.24178
4470,1233.500353
4471,1231.184448
4472,1228.114939
4473,1226.108702
4474,1223.092551
4475,1219.598634
4476,1217.179302
4477,1213.519713
4478,1210.130071
4479,1207.241666
4480,1204.941858
4481,1202.857182
4482,1199.922478
4483,1197.533439
4484,1194.200832
4485,1190.593373
4486,1186.147486
4487,1183.404613
4488,1178.843376
4489,1175.081163
4490,1170.769336
4491,1167.191481
4492,1164.480309
4493,1161.512698
4494,1159.420591
4495,1156.490878
4496,1152.723067
4497,1149.132031
4498,1146.854182
4499,1142.925272
4500,1140.154629
4501,1137.090024
4502,1133.869115
4503,1130.754678
4504,1128.389341
4505,1125.343779
4506,1122.685969
4507,1128.432074
4508,1134.068004
4509,1139.627327
4510,1144.502524
4511,1150.589339
4512,1156.299663
4513,1161.040679
4514,1167.571367
4515,1173.410951
4516,1179.011367
4517,1185.645414
4518,1190.076384
4519,1194.869665
4520,1199.793638
4521,1205.671658
4522,1210.792283
4523,1215.459004
4524,1221.602712
4525,1227.457488
4526,1219.835249
4527,1195.760316
4528,1197.527615
4529,1198.322224
4530,1198.345882
4531,1198.155171
4532,1200.000236
4533,1202.442777
